0
0
Test Name
171 soil,grass
172 soil,grass
173 soil,grass
174 soil,grass
175 soil,grass
176 soil,grass
177 soil,grass
178 soil,grass,wood
179 soil,grass,wood,wood
180 soil,grass,soil,wood
181 soil,grass,wood,wood
182 soil,grass,wood,wood
183 soil,grass
184 soil,grass
185 soil,grass
186 soil,grass
187 soil,grass
188 soil,grass
189 soil,grass
190 soil,grass
191 soil,grass
192 soil,grass
193 soil,grass
194 soil,grass
195 soil,grass
196 soil,grass
197 soil,grass
198 soil,grass,wood
199 soil,grass,wood,wood
200 soil,grass,wood,wood
201 soil,grass,wood,wood
202 soil,soil
203 soil,grass
204 soil,grass
205 soil,grass
206 soil,grass
207 soil,grass
208 soil,grass
209 soil,grass
210 soil,grass
211 soil,grass
212 soil,grass
213 soil,grass
214 soil,grass
215 soil,grass
216 soil,grass
217 soil,grass
218 soil,grass,wood
219 soil,grass,wood
220 soil,grass,wood
221 soil,soil
222 soil,soil
223 soil,grass
224 soil,grass
225 soil,grass
226 soil,grass
227 soil,grass
228 soil,grass
229 soil,grass
230 soil,grass
231 soil,grass
232 soil,grass
233 soil,grass
234 soil,grass
235 soil,grass
236 soil,grass
237 soil,grass,wood
238 soil,grass,wood
239 soil,grass
240 soil,soil
241 soil,grass
242 soil,grass
243 soil,grass
244 soil,grass
245 soil,grass
246 soil,grass
247 soil,grass
248 soil,grass
249 soil,grass
250 soil,grass
251 soil,grass
252 soil,grass
253 soil,grass
254 soil,grass
255 soil,grass
256 soil,grass
257 soil,grass
258 soil,grass
259 soil,grass
260 soil,grass
261 soil,grass
262 soil,grass
263 soil,grass
264 soil,grass
265 soil,grass
266 soil,grass
267 soil,grass
268 soil,grass
269 soil,grass
270 soil,grass
271 soil,grass
272 soil,grass
273 soil,grass
274 soil,grass
275 soil,grass
276 soil,grass
277 soil,grass
278 soil,grass
279 soil,grass
280 soil,grass
281 soil,grass
282 soil,grass
283 soil,grass
284 soil,grass
285 soil,grass
286 soil,grass
287 soil,grass
288 soil,grass
289 soil,grass
290 soil,grass
291 soil,grass
292 soil,grass
293 soil,grass
294 soil,grass
295 soil,grass
296 soil,grass
297 soil,grass
298 soil,grass
299 soil,grass
300 soil,grass
301 soil,grass
302 soil,grass
303 soil,grass
304 soil,grass
305 soil,grass
306 soil,grass
307 soil,grass
308 soil,grass
309 soil,grass
310 soil,grass
311 soil,grass
312 soil,grass
313 soil,grass
314 soil,grass
315 soil,grass
316 soil,grass
317 soil,grass
318 soil,grass
319 soil,grass
320 soil,grass
321 soil,grass
322 soil,grass
323 soil,grass
324 soil,grass
325 soil,grass
326 soil,grass
327 soil,grass
328 soil,grass
329 soil,grass
330 soil,grass
331 soil,grass
332 soil,grass
333 soil,grass
334 soil,grass
335 soil,grass
336 soil,grass
337 soil,grass
338 soil,grass
339 soil,grass
340 soil,grass
341 soil,grass
342 soil,grass
343 soil,grass
344 soil,grass
345 soil,grass
346 soil,grass
347 soil,grass
348 soil,grass
349 soil,grass
350 soil,grass
351 soil,grass
352 soil,grass
353 soil,grass
354 soil,grass
355 soil,grass
356 soil,grass
357 soil,grass
358 soil,grass
359 soil,grass
360 soil,grass
361 soil,grass
362 soil,grass
363 soil,grass
364 soil,grass
365 soil,grass
366 soil,grass
367 soil,grass
368 soil,grass
369 soil,grass
370 soil,grass
371 soil,grass
372 soil,grass
373 soil,grass
374 soil,grass
375 soil,grass
376 soil,grass
377 soil,grass
378 soil,grass
379 soil,grass
380 soil,grass
381 soil,grass
382 soil,grass
383 soil,grass
384 soil,grass
385 soil,grass
386 soil,grass
387 soil,grass
388 soil,grass
389 soil,grass
390 soil,grass
391 soil,grass
392 soil,grass
393 soil,grass
394 soil,grass
395 soil,grass
396 soil,grass
397 soil,grass
398 soil,grass
399 soil,grass

exits
0 east:1,south:2
1 east:3,south:4,west:0
2 east:4,north:0,south:5
3 east:6,south:7,west:1
4 east:7,north:1,south:8,west:2
5 east:8,north:2,south:9
6 east:10,south:11,west:3
7 east:11,north:3,south:12,west:4
8 east:12,north:4,south:13,west:5
9 east:13,north:5,south:14
10 east:15,south:16,west:6
11 east:16,north:6,south:17,west:7
12 east:17,north:7,south:18,west:8
13 east:18,north:8,south:19,west:9
14 east:19,north:9,south:20
15 east:21,south:22,west:10
16 east:22,north:10,south:23,west:11
17 east:23,north:11,south:24,west:12
18 east:24,north:12,south:25,west:13
19 east:25,north:13,south:26,west:14
20 east:26,north:14,south:27
21 east:28,south:29,west:15
22 east:29,north:15,south:30,west:16
23 east:30,north:16,south:31,west:17
24 east:31,north:17,south:32,west:18
25 east:32,north:18,south:33,west:19
26 east:33,north:19,south:34,west:20
27 east:34,north:20,south:35
28 east:36,south:37,west:21
29 east:37,north:21,south:38,west:22
30 east:38,north:22,south:39,west:23
31 east:39,north:23,south:40,west:24
32 east:40,north:24,south:41,west:25
33 east:41,north:25,south:42,west:26
34 east:42,north:26,south:43,west:27
35 east:43,north:27,south:44
36 east:45,south:46,west:28
37 east:46,north:28,south:47,west:29
38 east:47,north:29,south:48,west:30
39 east:48,north:30,south:49,west:31
40 east:49,north:31,south:50,west:32
41 east:50,north:32,south:51,west:33
42 east:51,north:33,south:52,west:34
43 east:52,north:34,south:53,west:35
44 east:53,north:35,south:54
45 east:55,south:56,west:36
46 east:56,north:36,south:57,west:37
47 east:57,north:37,south:58,west:38
48 east:58,north:38,south:59,west:39
49 east:59,north:39,south:60,west:40
50 east:60,north:40,south:61,west:41
51 east:61,north:41,south:62,west:42
52 east:62,north:42,south:63,west:43
53 east:63,north:43,south:64,west:44
54 east:64,north:44,south:65
55 east:66,south:67,west:45
56 east:67,north:45,south:68,west:46
57 east:68,north:46,south:69,west:47
58 east:69,north:47,south:70,west:48
59 east:70,north:48,south:71,west:49
60 east:71,north:49,south:72,west:50
61 east:72,north:50,south:73,west:51
62 east:73,north:51,south:74,west:52
63 east:74,north:52,south:75,west:53
64 east:75,north:53,south:76,west:54
65 east:76,north:54,south:77
66 east:78,south:79,west:55
67 east:79,north:55,south:80,west:56
68 east:80,north:56,south:81,west:57
69 east:81,north:57,south:82,west:58
70 east:82,north:58,south:83,west:59
71 east:83,north:59,south:84,west:60
72 east:84,north:60,south:85,west:61
73 east:85,north:61,south:86,west:62
74 east:86,north:62,south:87,west:63
75 east:87,north:63,south:88,west:64
76 east:88,north:64,south:89,west:65
77 east:89,north:65,south:90
78 east:91,south:92,west:66
79 east:92,north:66,south:93,west:67
80 east:93,north:67,south:94,west:68
81 east:94,north:68,south:95,west:69
82 east:95,north:69,south:96,west:70
83 east:96,north:70,south:97,west:71
84 east:97,north:71,south:98,west:72
85 east:98,north:72,south:99,west:73
86 east:99,north:73,south:100,west:74
87 east:100,north:74,south:101,west:75
88 east:101,north:75,south:102,west:76
89 east:102,north:76,south:103,west:77
90 east:103,north:77,south:104
91 east:105,south:106,west:78
92 east:106,north:78,south:107,west:79
93 east:107,north:79,south:108,west:80
94 east:108,north:80,south:109,west:81
95 east:109,north:81,south:110,west:82
96 east:110,north:82,south:111,west:83
97 east:111,north:83,south:112,west:84
98 east:112,north:84,south:113,west:85
99 east:113,north:85,south:114,west:86
100 east:114,north:86,south:115,west:87
101 east:115,north:87,south:116,west:88
102 east:116,north:88,south:117,west:89
103 east:117,north:89,south:118,west:90
104 east:118,north:90,south:119
105 east:120,south:121,west:91
106 east:121,north:91,south:122,west:92
107 east:122,north:92,south:123,west:93
108 east:123,north:93,south:124,west:94
109 east:124,north:94,south:125,west:95
110 east:125,north:95,south:126,west:96
111 east:126,north:96,south:127,west:97
112 east:127,north:97,south:128,west:98
113 east:128,north:98,south:129,west:99
114 east:129,north:99,south:130,west:100
115 east:130,north:100,south:131,west:101
116 east:131,north:101,south:132,west:102
117 east:132,north:102,south:133,west:103
118 east:133,north:103,south:134,west:104
119 east:134,north:104,south:135
120 east:136,south:137,west:105
121 east:137,north:105,south:138,west:106
122 east:138,north:106,south:139,west:107
123 east:139,north:107,south:140,west:108
124 east:140,north:108,south:141,west:109
125 east:141,north:109,south:142,west:110
126 east:142,north:110,south:143,west:111
127 east:143,north:111,south:144,west:112
128 east:144,north:112,south:145,west:113
129 east:145,north:113,south:146,west:114
130 east:146,north:114,south:147,west:115
131 east:147,north:115,south:148,west:116
132 east:148,north:116,south:149,west:117
133 east:149,north:117,south:150,west:118
134 east:150,north:118,south:151,west:119
135 east:151,north:119,south:152
136 east:153,south:154,west:120
137 east:154,north:120,south:155,west:121
138 east:155,north:121,south:156,west:122
139 east:156,north:122,south:157,west:123
140 east:157,north:123,south:158,west:124
141 east:158,north:124,south:159,west:125
142 east:159,north:125,south:160,west:126
143 east:160,north:126,south:161,west:127
144 east:161,north:127,south:162,west:128
145 east:162,north:128,south:163,west:129
146 east:163,north:129,south:164,west:130
147 east:164,north:130,south:165,west:131
148 east:165,north:131,south:166,west:132
149 east:166,north:132,south:167,west:133
150 east:167,north:133,south:168,west:134
151 east:168,north:134,south:169,west:135
152 east:169,north:135,south:170
153 east:171,south:172,west:136
154 east:172,north:136,south:173,west:137
155 east:173,north:137,south:174,west:138
156 east:174,north:138,south:175,west:139
157 east:175,north:139,south:176,west:140
158 east:176,north:140,south:177,west:141
159 east:177,north:141,south:178,west:142
160 east:178,north:142,south:179,west:143
161 east:179,north:143,south:180,west:144
162 east:180,north:144,south:181,west:145
163 east:181,north:145,south:182,west:146
164 east:182,north:146,south:183,west:147
165 east:183,north:147,south:184,west:148
166 east:184,north:148,south:185,west:149
167 east:185,north:149,south:186,west:150
168 east:186,north:150,south:187,west:151
169 east:187,north:151,south:188,west:152
170 east:188,north:152,south:189
171 east:190,south:191,west:153
172 east:191,north:153,south:192,west:154
173 east:192,north:154,south:193,west:155
174 east:193,north:155,south:194,west:156
175 east:194,north:156,south:195,west:157
176 east:195,north:157,south:196,west:158
177 east:196,north:158,south:197,west:159
178 east:197,north:159,south:198,west:160
179 east:198,north:160,south:199,west:161
180 east:199,north:161,south:200,west:162
181 east:200,north:162,south:201,west:163
182 east:201,north:163,south:202,west:164
183 east:202,north:164,south:203,west:165
184 east:203,north:165,south:204,west:166
185 east:204,north:166,south:205,west:167
186 east:205,north:167,south:206,west:168
187 east:206,north:168,south:207,west:169
188 east:207,north:169,south:208,west:170
189 east:208,north:170,south:209
190 south:210,west:171
191 east:210,north:171,south:211,west:172
192 east:211,north:172,south:212,west:173
193 east:212,north:173,south:213,west:174
194 east:213,north:174,south:214,west:175
195 east:214,north:175,south:215,west:176
196 east:215,north:176,south:216,west:177
197 east:216,north:177,south:217,west:178
198 east:217,north:178,south:218,west:179
199 east:218,north:179,south:219,west:180
200 east:219,north:180,south:220,west:181
201 east:220,north:181,south:221,west:182
202 east:221,north:182,south:222,west:183
203 east:222,north:183,south:223,west:184
204 east:223,north:184,south:224,west:185
205 east:224,north:185,south:225,west:186
206 east:225,north:186,south:226,west:187
207 east:226,north:187,south:227,west:188
208 east:227,north:188,south:228,west:189
209 east:228,north:189
210 north:190,south:229,west:191
211 east:229,north:191,south:230,west:192
212 east:230,north:192,south:231,west:193
213 east:231,north:193,south:232,west:194
214 east:232,north:194,south:233,west:195
215 east:233,north:195,south:234,west:196
216 east:234,north:196,south:235,west:197
217 east:235,north:197,south:236,west:198
218 east:236,north:198,south:237,west:199
219 east:237,north:199,south:238,west:200
220 east:238,north:200,south:239,west:201
221 east:239,north:201,south:240,west:202
222 east:240,north:202,south:241,west:203
223 east:241,north:203,south:242,west:204
224 east:242,north:204,south:243,west:205
225 east:243,north:205,south:244,west:206
226 east:244,north:206,south:245,west:207
227 east:245,north:207,south:246,west:208
228 east:246,north:208,west:209
229 north:210,south:247,west:211
230 east:247,north:211,south:248,west:212
231 east:248,north:212,south:249,west:213
232 east:249,north:213,south:250,west:214
233 east:250,north:214,south:251,west:215
234 east:251,north:215,south:252,west:216
235 east:252,north:216,south:253,west:217
236 east:253,north:217,south:254,west:218
237 east:254,north:218,south:255,west:219
238 east:255,north:219,south:256,west:220
239 east:256,north:220,south:257,west:221
240 east:257,north:221,south:258,west:222
241 east:258,north:222,south:259,west:223
242 east:259,north:223,south:260,west:224
243 east:260,north:224,south:261,west:225
244 east:261,north:225,south:262,west:226
245 east:262,north:226,south:263,west:227
246 east:263,north:227,west:228
247 north:229,south:264,west:230
248 east:264,north:230,south:265,west:231
249 east:265,north:231,south:266,west:232
250 east:266,north:232,south:267,west:233
251 east:267,north:233,south:268,west:234
252 east:268,north:234,south:269,west:235
253 east:269,north:235,south:270,west:236
254 east:270,north:236,south:271,west:237
255 east:271,north:237,south:272,west:238
256 east:272,north:238,south:273,west:239
257 east:273,north:239,south:274,west:240
258 east:274,north:240,south:275,west:241
259 east:275,north:241,south:276,west:242
260 east:276,north:242,south:277,west:243
261 east:277,north:243,south:278,west:244
262 east:278,north:244,south:279,west:245
263 east:279,north:245,west:246
264 north:247,south:280,west:248
265 east:280,north:248,south:281,west:249
266 east:281,north:249,south:282,west:250
267 east:282,north:250,south:283,west:251
268 east:283,north:251,south:284,west:252
269 east:284,north:252,south:285,west:253
270 east:285,north:253,south:286,west:254
271 east:286,north:254,south:287,west:255
272 east:287,north:255,south:288,west:256
273 east:288,north:256,south:289,west:257
274 east:289,north:257,south:290,west:258
275 east:290,north:258,south:291,west:259
276 east:291,north:259,south:292,west:260
277 east:292,north:260,south:293,west:261
278 east:293,north:261,south:294,west:262
279 east:294,north:262,west:263
280 north:264,south:295,west:265
281 east:295,north:265,south:296,west:266
282 east:296,north:266,south:297,west:267
283 east:297,north:267,south:298,west:268
284 east:298,north:268,south:299,west:269
285 east:299,north:269,south:300,west:270
286 east:300,north:270,south:301,west:271
287 east:301,north:271,south:302,west:272
288 east:302,north:272,south:303,west:273
289 east:303,north:273,south:304,west:274
290 east:304,north:274,south:305,west:275
291 east:305,north:275,south:306,west:276
292 east:306,north:276,south:307,west:277
293 east:307,north:277,south:308,west:278
294 east:308,north:278,west:279
295 north:280,south:309,west:281
296 east:309,north:281,south:310,west:282
297 east:310,north:282,south:311,west:283
298 east:311,north:283,south:312,west:284
299 east:312,north:284,south:313,west:285
300 east:313,north:285,south:314,west:286
301 east:314,north:286,south:315,west:287
302 east:315,north:287,south:316,west:288
303 east:316,north:288,south:317,west:289
304 east:317,north:289,south:318,west:290
305 east:318,north:290,south:319,west:291
306 east:319,north:291,south:320,west:292
307 east:320,north:292,south:321,west:293
308 east:321,north:293,west:294
309 north:295,south:322,west:296
310 east:322,north:296,south:323,west:297
311 east:323,north:297,south:324,west:298
312 east:324,north:298,south:325,west:299
313 east:325,north:299,south:326,west:300
314 east:326,north:300,south:327,west:301
315 east:327,north:301,south:328,west:302
316 east:328,north:302,south:329,west:303
317 east:329,north:303,south:330,west:304
318 east:330,north:304,south:331,west:305
319 east:331,north:305,south:332,west:306
320 east:332,north:306,south:333,west:307
321 east:333,north:307,west:308
322 north:309,south:334,west:310
323 east:334,north:310,south:335,west:311
324 east:335,north:311,south:336,west:312
325 east:336,north:312,south:337,west:313
326 east:337,north:313,south:338,west:314
327 east:338,north:314,south:339,west:315
328 east:339,north:315,south:340,west:316
329 east:340,north:316,south:341,west:317
330 east:341,north:317,south:342,west:318
331 east:342,north:318,south:343,west:319
332 east:343,north:319,south:344,west:320
333 east:344,north:320,west:321
334 north:322,south:345,west:323
335 east:345,north:323,south:346,west:324
336 east:346,north:324,south:347,west:325
337 east:347,north:325,south:348,west:326
338 east:348,north:326,south:349,west:327
339 east:349,north:327,south:350,west:328
340 east:350,north:328,south:351,west:329
341 east:351,north:329,south:352,west:330
342 east:352,north:330,south:353,west:331
343 east:353,north:331,south:354,west:332
344 east:354,north:332,west:333
345 north:334,south:355,west:335
346 east:355,north:335,south:356,west:336
347 east:356,north:336,south:357,west:337
348 east:357,north:337,south:358,west:338
349 east:358,north:338,south:359,west:339
350 east:359,north:339,south:360,west:340
351 east:360,north:340,south:361,west:341
352 east:361,north:341,south:362,west:342
353 east:362,north:342,south:363,west:343
354 east:363,north:343,west:344
355 north:345,south:364,west:346
356 east:364,north:346,south:365,west:347
357 east:365,north:347,south:366,west:348
358 east:366,north:348,south:367,west:349
359 east:367,north:349,south:368,west:350
360 east:368,north:350,south:369,west:351
361 east:369,north:351,south:370,west:352
362 east:370,north:352,south:371,west:353
363 east:371,north:353,west:354
364 north:355,south:372,west:356
365 east:372,north:356,south:373,west:357
366 east:373,north:357,south:374,west:358
367 east:374,north:358,south:375,west:359
368 east:375,north:359,south:376,west:360
369 east:376,north:360,south:377,west:361
370 east:377,north:361,south:378,west:362
371 east:378,north:362,west:363
372 north:364,south:379,west:365
373 east:379,north:365,south:380,west:366
374 east:380,north:366,south:381,west:367
375 east:381,north:367,south:382,west:368
376 east:382,north:368,south:383,west:369
377 east:383,north:369,south:384,west:370
378 east:384,north:370,west:371
379 north:372,south:385,west:373
380 east:385,north:373,south:386,west:374
381 east:386,north:374,south:387,west:375
382 east:387,north:375,south:388,west:376
383 east:388,north:376,south:389,west:377
384 east:389,north:377,west:378
385 north:379,south:390,west:380
386 east:390,north:380,south:391,west:381
387 east:391,north:381,south:392,west:382
388 east:392,north:382,south:393,west:383
389 east:393,north:383,west:384
390 north:385,south:394,west:386
391 east:394,north:386,south:395,west:387
392 east:395,north:387,south:396,west:388
393 east:396,north:388,west:389
394 north:390,south:397,west:391
395 east:397,north:391,south:398,west:392
396 east:398,north:392,west:393
397 north:394,south:399,west:395
398 east:399,north:395,west:396
399 north:397,west:398
